ISO31662A2(State), FIPS 5-2(State), ShortName(City), FIPS 55-3(City), GNIS(City), Type, Latitude, Longitude
PA,42,Montgomeryville,50672,2389500,CDP,40.250234,-75.240509
PA,42,Montoursville,50720,1215423,PPL,41.246493,-76.916700
PA,42,Montrose,50736,1215614,PPL,41.833441,-75.876092
PA,42,Montrose Manor,50748,2631286,CDP,40.306292,-75.987173
PA,42,Monument,50760,2389502,CDP,41.111186,-77.704220
PA,42,Moosic,50880,1215324,PPL,41.356042,-75.704696
PA,42,Morgantown,51016,2631287,CDP,40.153743,-75.890409
PA,42,Morrisdale,51120,2634247,CDP,40.948891,-78.228307
PA,42,Morrisville,51144,1214970,PPL,40.207644,-74.780269
PA,42,Morrisville,51152,2389508,CDP,39.900673,-80.167792
PA,42,Morton,51176,1215189,PPL,39.911583,-75.326754
PA,42,Moscow,51208,1215325,PPL,41.340785,-75.532408
PA,42,Moshannon,51240,2584489,CDP,41.034407,-78.006674
PA,42,Mount Aetna,51320,2631288,CDP,40.420391,-76.296435
PA,42,Mountainhome,51344,2389521,CDP,41.177927,-75.263254
PA,42,Mountain Top,51384,2389520,CDP,41.135302,-75.904475
PA,42,Mount Carbon,51488,1215558,PPL,40.673329,-76.188381
PA,42,Mount Carmel,51496,1215514,PPL,40.795892,-76.412037
PA,42,Mount Cobb,51536,2389510,CDP,41.425921,-75.497538
PA,42,Mount Eagle,51552,2584490,CDP,40.980003,-77.705781
PA,42,Mount Gretna,51568,1215366,PPL,40.245562,-76.471475
PA,42,Mount Gretna Heights,51576,2389512,CDP,40.248750,-76.466429
PA,42,Mount Holly Springs,51592,1215150,PPL,40.109283,-77.182874
PA,42,Mount Jewett,51632,1215433,PPL,41.729391,-78.640004
PA,42,Mount Joy,51656,1215344,PPL,40.110613,-76.505720
PA,42,Mount Morris,51720,2631289,CDP,39.733250,-80.081989
PA,42,Mount Oliver,51744,1214810,PPL,40.411273,-79.985635
PA,42,Mount Penn,51760,1214923,PPL,40.328583,-75.889716
PA,42,Mount Pleasant,51880,1215710,PPL,40.150932,-79.543363
PA,42,Mount Pleasant Mills,51904,2389516,CDP,40.724697,-77.026451
PA,42,Mount Pocono,51912,1215461,PPL,41.122493,-75.357768
PA,42,Mount Union,51984,1215274,PPL,40.384079,-77.881520
PA,42,Mountville,52016,1215345,PPL,40.040711,-76.434924
PA,42,Mount Wolf,52056,1215754,PPL,40.061672,-76.705198
PA,42,Muhlenberg Park,52216,2631290,CDP,40.386665,-75.939853
PA,42,Muir,52224,2634248,CDP,40.594297,-76.518657
PA,42,Muncy,52264,1215424,PPL,41.202161,-76.785507
PA,42,Mundys Corner,52312,2630028,CDP,40.443185,-78.832459
PA,42,Munhall,52320,1214811,PPL,40.393601,-79.900954
PA,42,Murrysville,52432,1215711,PPL,40.442631,-79.654152
PA,42,Muse,52440,2633306,CDP,40.292330,-80.205553
PA,42,Myerstown,52488,1215367,PPL,40.372139,-76.305579
PA,42,Nanticoke,52584,1215400,PPL,41.200466,-75.999704
PA,42,Nanty-Glo,52616,1215029,PPL,40.470973,-78.834331
PA,42,Naomi,52632,2631291,CDP,40.111195,-79.847187
PA,42,Narberth,52664,1215474,PPL,40.007677,-75.263451
PA,42,Nazareth,52808,1215497,PPL,40.739963,-75.312618
PA,42,Needmore,52872,2630029,CDP,39.847450,-78.143178
PA,42,Nemacolin,52968,2389534,CDP,39.878521,-79.930601
PA,42,Nescopeck,52984,1215401,PPL,41.051914,-76.211490
PA,42,Nesquehoning,53088,1215048,PPL,40.877762,-75.821778
PA,42,New Albany,53152,1214954,PPL,41.601065,-76.446340
PA,42,New Alexandria,53160,1215712,PPL,40.394456,-79.417524
PA,42,New Baltimore,53168,1215592,PPL,39.983481,-78.772274
PA,42,New Beaver,53184,1215355,PPL,40.880701,-80.381357
PA,42,New Bedford,53192,2633815,CDP,41.089418,-80.493520
PA,42,New Berlin,53200,1215634,PPL,40.881592,-76.981127
PA,42,New Berlinville,53208,2631292,CDP,40.345865,-75.631238
PA,42,New Bethlehem,53248,1215087,PPL,41.006282,-79.325290
PA,42,New Brighton,53288,1214885,PPL,40.735641,-80.309473
PA,42,New Britain,53296,1214971,PPL,40.299552,-75.178093
PA,42,New Buffalo,53320,1215529,PPL,40.454340,-76.970472
PA,42,Newburg,53336,1215106,PPL,40.839176,-78.684701
PA,42,Newburg,53344,1215151,PPL,40.136985,-77.554642
PA,42,New Castle,53368,1215356,PPL,40.995617,-80.345807
PA,42,New Castle Northwest,53392,2389539,CDP,41.022153,-80.355611
PA,42,New Centerville,53416,1215593,PPL,39.942259,-79.191746
PA,42,New Columbia,53432,2584492,CDP,41.037465,-76.878199
PA,42,New Columbus,53448,1215402,PPL,41.173200,-76.286960
PA,42,New Cumberland,53464,1215152,PPL,40.228765,-76.878291
PA,42,New Eagle,53496,1215674,PPL,40.207215,-79.953291
PA,42,Newell,53504,1215233,PPL,40.074568,-79.891797
PA,42,New Florence,53544,1215713,PPL,40.379052,-79.075136
PA,42,New Freedom,53568,1215755,PPL,39.735327,-76.696708
PA,42,New Freeport,53576,2630030,CDP,39.759375,-80.427873
PA,42,New Galilee,53592,1214886,PPL,40.833417,-80.401018
PA,42,New Holland,53696,1215346,PPL,40.101294,-76.090147
PA,42,New Hope,53712,1214972,PPL,40.361358,-74.956796
PA,42,New Jerusalem,53728,2633406,CDP,40.440899,-75.759150
PA,42,New Kensington,53736,1215714,PPL,40.572482,-79.753051
PA,42,New Kingstown,53752,2389542,CDP,40.233437,-77.069414
PA,42,New Lebanon,53768,1215445,PPL,41.420064,-80.080006
PA,42,Newmanstown,53856,2389551,CDP,40.351382,-76.211722
PA,42,New Market,53872,2633884,CDP,40.223055,-76.856280
PA,42,New Milford,53880,1215615,PPL,41.876143,-75.726561
PA,42,New Morgan,53916,1217448,PPL,40.190149,-75.900531
PA,42,New Oxford,53920,1214761,PPL,39.863001,-77.055477
PA,42,New Paris,53928,1214901,PPL,40.108408,-78.643067
PA,42,New Philadelphia,53944,1215559,PPL,40.717829,-76.116686
PA,42,Newport,53968,1215530,PPL,40.478978,-77.133946
PA,42,New Ringgold,54016,1215560,PPL,40.689171,-75.992813
PA,42,Newry,54024,1214944,PPL,40.393325,-78.435719
PA,42,New Salem,54040,2633232,CDP,39.930119,-79.825938
PA,42,New Salem,54056,1215756,PPL,39.903696,-76.791318
PA,42,New Schaefferstown,54064,2633407,CDP,40.453392,-76.169215
PA,42,New Stanton,54104,1215715,PPL,40.222332,-79.608800
PA,42,Newton Hamilton,54160,1215459,PPL,40.392991,-77.835345
PA,42,Newtown,54184,1214973,PPL,40.228344,-74.932293
PA,42,Newtown,54264,2389552,CDP,40.652886,-76.346213
PA,42,Newtown Grant,54268,2389553,CDP,40.260114,-74.956111
PA,42,New Tripoli,54288,2630031,CDP,40.673927,-75.747566
PA,42,Newville,54320,1215153,PPL,40.169893,-77.401790
PA,42,New Washington,54344,1215107,PPL,40.820922,-78.702553
PA,42,New Wilmington,54352,1215357,PPL,41.117581,-80.331539
PA,42,Nicholson,54400,1215734,PPL,41.628433,-75.789287
PA,42,Nittany,54520,2584493,CDP,40.994719,-77.552128
PA,42,Nixon,54552,2389556,CDP,40.785833,-79.937501
PA,42,Noblestown,54568,2631293,CDP,40.395461,-80.201869
PA,42,Norristown,54656,1215475,PPL,40.122076,-75.339870
PA,42,Northampton,54696,1215498,PPL,40.688023,-75.487384
PA,42,North Apollo,54728,1214855,PPL,40.593808,-79.556616
PA,42,North Belle Vernon,54776,1215716,PPL,40.132023,-79.864009
PA,42,North Braddock,54816,1214812,PPL,40.401734,-79.853704
PA,42,North Catasauqua,54872,1215499,PPL,40.663571,-75.473879
PA,42,North Charleroi,54888,1215675,PPL,40.150394,-79.908148
PA,42,North East,54952,1215216,PPL,42.213367,-79.833351
PA,42,Northern Cambria,55000,2086609,PPL,40.657107,-78.777649
PA,42,North Irwin,55136,1215717,PPL,40.338942,-79.711443
PA,42,North Philipsburg,55304,2389580,CDP,40.909185,-78.208895
PA,42,Northumberland,55456,1215515,PPL,40.896976,-76.794644
PA,42,North Vandergrift,55480,2633307,CDP,40.609754,-79.551557
PA,42,North Wales,55512,1215476,PPL,40.211171,-75.274441
PA,42,North Warren,55520,2584494,CDP,41.883098,-79.166439
PA,42,Northwest Harborcreek,55572,2389594,CDP,42.148248,-79.994622
PA,42,Northwood,55584,2634249,CDP,40.686375,-78.227125
PA,42,North York,55608,1215757,PPL,39.978010,-76.730882
PA,42,Norvelt,55616,2633308,CDP,40.204995,-79.497011
PA,42,Norwood,55664,1215190,PPL,39.885990,-75.295756
PA,42,Noxen,55728,2634423,CDP,41.421993,-76.069191
PA,42,Nuangola,55752,1215403,PPL,41.157675,-75.977056
PA,42,Numidia,55792,2389597,CDP,40.878606,-76.404719
PA,42,Nuremberg,55808,2389598,CDP,40.937744,-76.168450
PA,42,Oakdale,55840,1214813,PPL,40.400165,-80.187151
PA,42,Oak Hills,55969,2389600,CDP,40.826232,-79.915174
PA,42,Oakland,55996,2630613,CDP,40.305522,-78.881763
PA,42,Oakland,56000,2389605,CDP,40.992159,-80.365829
PA,42,Oakland,56008,1215616,PPL,41.950773,-75.608763
PA,42,Oakmont,56088,1214814,PPL,40.519756,-79.836672
PA,42,Oakwood,56232,2389607,CDP,41.010907,-80.379465
PA,42,Oberlin,56264,2633309,CDP,40.239816,-76.815732
PA,42,Ohiopyle,56408,1215234,PPL,39.864067,-79.494688
PA,42,Ohioville,56432,1214887,PPL,40.684766,-80.483351
PA,42,Oil,56456,1215639,PPL,41.428770,-79.707838
PA,42,Oklahoma,56488,2634250,CDP,41.111674,-78.733143
PA,42,Oklahoma,56496,1215718,PPL,40.581620,-79.577649
PA,42,Old Forge,56576,1215326,PPL,41.370479,-75.740855
PA,42,Old Orchard,56624,2389617,CDP,40.657761,-75.260981
PA,42,Oley,56664,2631294,CDP,40.389853,-75.787883
PA,42,Oliver,56704,2389618,CDP,39.915283,-79.721272
PA,42,Olyphant,56792,1215327,PPL,41.451491,-75.575646
PA,42,Oneida,56816,2389621,CDP,40.905091,-76.122560
PA,42,Orangeville,56912,1215128,PPL,41.076951,-76.413464
PA,42,Orbisonia,56928,1215275,PPL,40.242923,-77.893010
PA,42,Orchard Hills,56960,2389625,CDP,40.581594,-79.545300
PA,42,Oreland,57024,2389626,CDP,40.114808,-75.180152
PA,42,Orrstown,57112,1215247,PPL,40.058791,-77.608151
PA,42,Orrtanna,57120,2389628,CDP,39.846498,-77.359057
PA,42,Orviston,57160,2584495,CDP,41.107341,-77.753355
PA,42,Orwigsburg,57184,1215561,PPL,40.654167,-76.103989
PA,42,Orwin,57192,2634251,CDP,40.583869,-76.531414
PA,42,Osceola Mills,57232,1215108,PPL,40.852509,-78.269809
PA,42,Oswayo,57280,1215539,PPL,41.920664,-78.020542
PA,42,Oval,57376,2634252,CDP,41.152235,-77.174487
PA,42,Oxford,57480,1215074,PPL,39.785561,-75.979652
PA,42,Paint,57544,1215594,PPL,40.242097,-78.850098
PA,42,Palmdale,57648,2630032,CDP,40.296255,-76.623299
PA,42,Palmer Heights,57680,2389636,CDP,40.689082,-75.267624
PA,42,Palmerton,57696,1215049,PPL,40.804094,-75.617106
PA,42,Palmyra,57720,1215368,PPL,40.309904,-76.594279
PA,42,Palo Alto,57752,1215562,PPL,40.686087,-76.169934
PA,42,Paoli,57816,2389637,CDP,40.042016,-75.490294
PA,42,Paradise,57840,2389638,CDP,40.006230,-76.122298
PA,42,Pardeesville,57904,2630033,CDP,41.000730,-75.968238
PA,42,Paris,57928,2631295,CDP,40.410360,-80.506658
PA,42,Park Crest,57968,2584496,CDP,40.819602,-76.058282
PA,42,Parker,57976,1214856,PPL,41.090639,-79.684590
PA,42,Parkesburg,58032,1215075,PPL,39.960054,-75.916161
PA,42,Park Forest,58036,2389641,PPL,40.799924,-77.908117
PA,42,Parkside,58176,1215191,PPL,39.867367,-75.377992
PA,42,Parkville,58240,2389643,CDP,39.785904,-76.968548
PA,42,Parryville,58304,1215050,PPL,40.822445,-75.670561
PA,42,Patterson Heights,58384,1214888,PPL,40.739344,-80.326127
PA,42,Patton,58432,1215030,PPL,40.632474,-78.649844
PA,42,Paxtang,58504,1215167,PPL,40.262348,-76.834241
PA,42,Paxtonia,58528,2389649,CDP,40.316619,-76.788485
PA,42,Paxtonville,58536,2389650,CDP,40.774631,-77.076156
PA,42,Pen Argyl,58696,1215500,PPL,40.867794,-75.253857
PA,42,Penbrook,58712,1215168,PPL,40.278005,-76.848332
PA,42,Pen Mar,58776,2634268,CDP,39.726323,-77.515970
PA,42,Penn,58872,1215719,PPL,40.329191,-79.642120
PA,42,Penndel,58936,1214974,PPL,40.155166,-74.914655
PA,42,Penn Estates,58948,2633826,CDP,41.033451,-75.239969
PA,42,Penn Lake Park,59054,1215404,PPL,41.117229,-75.773958
PA,42,Pennsburg,59120,1215477,PPL,40.393393,-75.495297
PA,42,Pennsbury,59152,1214816,PPL,40.428245,-80.101093
PA,42,Penns Creek,59160,2389659,CDP,40.863270,-77.055453
PA,42,Pennside,59176,2631296,CDP,40.339184,-75.877687
PA,42,Penn State Erie (Behrend),59212,2633746,CDP,42.118516,-79.982388
PA,42,Pennville,59296,2389662,CDP,39.788004,-76.990552
PA,42,Pennwyn,59304,2633408,CDP,40.288962,-75.973585
PA,42,Penn Wynne,59312,2389658,CDP,39.986667,-75.271470
PA,42,Penryn,59344,2584497,CDP,40.195817,-76.369772
PA,42,Perkasie,59384,1214975,PPL,40.371737,-75.292772
PA,42,Perryopolis,59520,1215235,PPL,40.086775,-79.752884
PA,42,Petersburg,59616,1215276,PPL,40.572598,-78.050615
PA,42,Petrolia,59672,1214999,PPL,41.021644,-79.716780
PA,42,Philadelphia,60000,1215531,PPL,40.009376,-75.133346
PA,42,Philipsburg,60008,1215059,PPL,40.893482,-78.215984
PA,42,Phoenixville,60120,1215076,PPL,40.135201,-75.522699
PA,42,Picture Rocks,60136,1215425,PPL,41.277677,-76.706076
PA,42,Pikes Creek,60224,2634424,CDP,41.308618,-76.102899
PA,42,Pillow,60264,1215169,PPL,40.640543,-76.802909
PA,42,Pine Glen,60432,2389672,CDP,41.088678,-78.057971
PA,42,Pine Grove,60456,1215563,PPL,40.553414,-76.386016
PA,42,Pine Grove Mills,60496,2389673,CDP,40.731529,-77.888417
PA,42,Pine Ridge,60547,2633837,CDP,41.140228,-74.986008
PA,42,Pitcairn,60712,1214817,PPL,40.407779,-79.776344
PA,42,Pittsburgh,61000,1214818,PPL,40.439753,-79.976592
PA,42,Pittston,61048,1215405,PPL,41.327920,-75.785684
PA,42,Plainfield,61080,2389679,CDP,40.201172,-77.283278
PA,42,Plains,61112,2628699,CDP,41.275797,-75.851861
PA,42,Platea,61168,1215217,PPL,41.950986,-80.330450
PA,42,Pleasant Gap,61232,2389684,CDP,40.867380,-77.743784
PA,42,Pleasant Hill,61312,2389685,CDP,40.337172,-76.444595
PA,42,Pleasant Hills,61328,1214819,PPL,40.329816,-79.959637
PA,42,Pleasant View,61432,2633310,CDP,40.614382,-79.569883
PA,42,Pleasantville,61496,1214902,PPL,40.179720,-78.613270
PA,42,Pleasantville,61512,1215640,PPL,41.593480,-79.580818
PA,42,Plum,61536,1217440,PPL,40.501893,-79.748181
PA,42,Plumsteadville,61624,2633666,CDP,40.382300,-75.140266
PA,42,Plumville,61632,1215293,PPL,40.792487,-79.179355
PA,42,Plymouth,61648,1215406,PPL,41.241843,-75.950597
PA,42,Plymouth Meeting,61688,2389688,CDP,40.109903,-75.279815
PA,42,Plymptonville,61704,2389689,CDP,41.043580,-78.450819
PA,42,Pocono Mountain Lake Estates,61756,2633839,CDP,41.155333,-74.965055
PA,42,Pocono Pines,61768,2389690,CDP,41.113430,-75.460011
PA,42,Pocono Ranch Lands,61773,2633840,CDP,41.182699,-74.965969
PA,42,Pocono Springs,61774,2633409,CDP,41.279963,-75.401422
PA,42,Pocono Woodland Lakes,61788,2633410,CDP,41.323616,-74.890774
PA,42,Point Marion,61864,1215236,PPL,39.735608,-79.900513
PA,42,Polk,61936,1215641,PPL,41.368404,-79.929260
PA,42,Pomeroy,61968,2634653,CDP,39.965171,-75.884774
PA,42,Portage,62048,1215031,PPL,40.386879,-78.674680
PA,42,Port Allegany,62088,1215434,PPL,41.815197,-78.276469
PA,42,Port Carbon,62128,1215564,PPL,40.696914,-76.166618
PA,42,Port Clinton,62136,1215565,PPL,40.583253,-76.030814
PA,42,Portersville,62224,1215000,PPL,40.924335,-80.146877
PA,42,Portland,62264,1215501,PPL,40.921750,-75.097452
PA,42,Port Matilda,62280,1215060,PPL,40.800309,-78.052283
PA,42,Port Royal,62304,1215311,PPL,40.533772,-77.389460
PA,42,Port Trevorton,62312,2389699,CDP,40.692964,-76.901688
PA,42,Port Vue,62320,1214820,PPL,40.337869,-79.874116
PA,42,Potlicker Flats,62340,2612135,CDP,40.727004,-77.606032
PA,42,Pottsgrove,62396,2389703,CDP,40.264419,-75.609295
PA,42,Pottstown,62416,1215478,PPL,40.250924,-75.644754
PA,42,Pottsville,62432,1215566,PPL,40.679854,-76.209210
PA,42,Pringle,62712,1215407,PPL,41.277246,-75.901471
PA,42,Progress,62736,2389711,CDP,40.290443,-76.838233
PA,42,Prompton,62744,1215687,PPL,41.592434,-75.323760
PA,42,Prospect,62752,1215001,PPL,40.899213,-80.048650
PA,42,Prospect Park,62784,2630034,CDP,41.518671,-78.210027
PA,42,Prospect Park,62792,1215192,PPL,39.886097,-75.307370
PA,42,Punxsutawney,62920,1215301,PPL,40.943745,-78.974766
PA,42,Pymatuning Central,63009,2389715,CDP,41.588373,-80.478438
PA,42,Pymatuning North,63011,2389716,CDP,41.666091,-80.465313
PA,42,Pymatuning South,63013,2389717,CDP,41.512480,-80.476252
PA,42,Quakertown,63048,1214976,PPL,40.439678,-75.345766
PA,42,Quarryville,63064,1215348,PPL,39.895528,-76.162022
PA,42,Queens Gate,63116,2584498,CDP,39.940640,-76.687380
PA,42,Quentin,63160,2389719,CDP,40.279276,-76.435223
PA,42,Railroad,63288,1215758,PPL,39.759610,-76.696073
PA,42,Rainsburg,63312,1214903,PPL,39.895724,-78.517301
PA,42,Ramblewood,63349,2389723,CDP,40.723772,-77.943198
PA,42,Ramey,63360,1215109,PPL,40.802500,-78.400563
PA,42,Rankin,63408,1214821,PPL,40.409877,-79.879279
PA,42,Ranshaw,63416,2633411,CDP,40.785789,-76.517304
PA,42,Raubsville,63488,2633412,CDP,40.625555,-75.205736
PA,42,Rauchtown,63496,2634269,CDP,41.127628,-77.242649
PA,42,Ravine,63536,2389729,CDP,40.568611,-76.393656
PA,42,Reading,63624,1214924,PPL,40.339220,-75.926277
PA,42,Reamstown,63664,2389730,CDP,40.212388,-76.117708
PA,42,Rebersburg,63688,2389731,CDP,40.942677,-77.444031
PA,42,Red Hill,63808,1215479,PPL,40.377003,-75.483738
PA,42,Red Lion,63840,1215759,PPL,39.898606,-76.607749
PA,42,Reedsville,63976,2389737,CDP,40.664911,-77.593006
PA,42,Refton,64032,2584499,CDP,39.951147,-76.243963
PA,42,Rehrersburg,64056,2631297,CDP,40.457516,-76.246180
PA,42,Reiffton,64072,2389738,CDP,40.310778,-75.861527
PA,42,Reinerton,64104,2634271,CDP,40.591390,-76.535879
PA,42,Reinholds,64112,2584500,CDP,40.270814,-76.123529
PA,42,Rennerdale,64184,2631298,CDP,40.400154,-80.139602
PA,42,Renningers,64188,2389742,CDP,40.649665,-76.148445
PA,42,Renovo,64200,1215119,PPL,41.329048,-77.742075
PA,42,Republic,64224,2389743,CDP,39.966381,-79.876818
PA,42,Revloc,64288,2633672,CDP,40.491395,-78.763664
PA,42,Rew,64296,2631299,CDP,41.899207,-78.538802
PA,42,Reynolds Heights,64368,2633823,CDP,41.343126,-80.402161
PA,42,Reynoldsville,64376,1215302,PPL,41.094622,-78.888337
PA,42,Rheems,64392,2389746,CDP,40.125763,-76.570685
PA,42,Rices Landing,64432,1215258,PPL,39.944948,-79.998169
PA,42,Riceville,64440,2389747,CDP,41.779327,-79.804603
PA,42,Richboro,64464,2389748,CDP,40.225413,-74.992957
PA,42,Richfield,64488,2389749,CDP,40.683701,-77.123664
PA,42,Richland,64560,1215369,PPL,40.357388,-76.256846
PA,42,Richlandtown,64584,1214977,PPL,40.472530,-75.321158
PA,42,Ridgway,64784,1215202,PPL,41.431975,-78.726961
PA,42,Ridley Park,64832,1215193,PPL,39.877989,-75.325471
PA,42,Riegelsville,64856,1214978,PPL,40.595869,-75.198605
PA,42,Rimersburg,64904,1215088,PPL,41.040797,-79.502406
PA,42,Ringtown,65000,1215567,PPL,40.856511,-76.235040
PA,42,Riverside,65088,2630615,CDP,40.283648,-78.921728
PA,42,Riverside,65112,1215516,PPL,40.948778,-76.641894
PA,42,Riverview Park,65192,2631300,CDP,40.391833,-75.950098
PA,42,Roaring Spring,65256,1214945,PPL,40.334785,-78.395967
PA,42,Robesonia,65336,1214925,PPL,40.348619,-76.138564
PA,42,Robinson,65360,2630035,CDP,40.406525,-79.135235
PA,42,Rochester,65392,2086684,PPL,40.702656,-80.283433
PA,42,Rockhill,65496,1215277,PPL,40.241069,-77.899521
PA,42,Rockledge,65568,1215480,PPL,40.082222,-75.089810
PA,42,Rockwood,65736,1215595,PPL,39.915754,-79.157308
PA,42,Rogersville,65848,2630036,CDP,39.880646,-80.269370
PA,42,Rohrsburg,65872,2389769,CDP,41.130220,-76.425312
PA,42,Rome,65944,1214955,PPL,41.857981,-76.341101
PA,42,Ronco,65976,2634272,CDP,39.867997,-79.922808
PA,42,Ronks,65984,2584502,CDP,40.028441,-76.176080
PA,42,Roscoe,66016,1215676,PPL,40.078203,-79.863966
PA,42,Roseto,66168,1215502,PPL,40.878286,-75.220231
PA,42,Rose Valley,66192,1215194,PPL,39.894749,-75.385180
PA,42,Roseville,66232,1215627,PPL,41.863696,-76.957577
PA,42,Rossiter,66304,2389781,CDP,40.900773,-78.935947
PA,42,Rosslyn Farms,66320,1214822,PPL,40.422434,-80.088575
PA,42,Rote,66384,2630037,CDP,41.078131,-77.411374
PA,42,Rothsville,66392,2389785,CDP,40.153073,-76.247813
PA,42,Roulette,66408,2630038,CDP,41.776757,-78.155130
PA,42,Rouseville,66440,1215642,PPL,41.468503,-79.681234
PA,42,Rouzerville,66448,2389787,CDP,39.734134,-77.527996
PA,42,Rowes Run,66472,2584503,CDP,40.008863,-79.817719
PA,42,Royalton,66560,1215170,PPL,40.185784,-76.723944
PA,42,Royersford,66576,1215481,PPL,40.186326,-75.538885
PA,42,Rupert,66696,2389788,CDP,40.975486,-76.481593
PA,42,Rural Valley,66720,1214857,PPL,40.799109,-79.314947
PA,42,Russell,66808,2631301,CDP,41.937360,-79.140336
PA,42,Russellton,66832,2389790,CDP,40.608049,-79.840139
PA,42,Rutherford,66864,2389792,CDP,40.269452,-76.767518
PA,42,Rutledge,66928,1215195,PPL,39.900949,-75.327422
PA,42,Saegertown,67120,1215139,PPL,41.714529,-80.130851
PA,42,St. Clair,67224,1215568,PPL,40.721092,-76.190338
PA,42,St. Clairsville,67256,1214904,PPL,40.155862,-78.510762
PA,42,St. Lawrence,67304,1214926,PPL,40.325786,-75.865735
PA,42,St. Marys,67344,1215203,PPL,41.455085,-78.520228
PA,42,St. Michael,67352,2584504,CDP,40.324714,-78.766403
PA,42,St. Petersburg,67384,1215089,PPL,41.160974,-79.654515
PA,42,St. Vincent College,67416,2633876,CDP,40.291313,-79.405461
PA,42,Salisbury,67584,1215596,PPL,39.753450,-79.084357
PA,42,Salix,67608,2389796,CDP,40.288604,-78.766645
PA,42,Salladasburg,67616,1215426,PPL,41.280675,-77.231778
PA,42,Saltillo,67632,1215278,PPL,40.211757,-78.006234
PA,42,Saltsburg,67648,1215294,PPL,40.484636,-79.448248
PA,42,Salunga,67656,2584505,CDP,40.092903,-76.428155
PA,42,Sanatoga,67712,2389799,CDP,40.250793,-75.588285
PA,42,Sand Hill,67744,2389800,CDP,40.361355,-76.421735
PA,42,Sandy,67784,2389802,CDP,41.102339,-78.777157
PA,42,Sandy Lake,67848,1215446,PPL,41.350221,-80.083691
PA,42,Sandy Ridge,67872,2390255,CDP,40.810509,-78.234312
PA,42,Sankertown,67920,1215032,PPL,40.471361,-78.592071
PA,42,Saw Creek,68036,2633828,CDP,41.119475,-75.046271
PA,42,Saxonburg,68056,1215002,PPL,40.750951,-79.815002
PA,42,Saxton,68072,1214905,PPL,40.212708,-78.247061
PA,42,Saylorsburg,68088,2633829,CDP,40.899038,-75.316751
PA,42,Sayre,68096,1214956,PPL,41.985801,-76.520374
PA,42,Scalp Level,68104,1215033,PPL,40.249564,-78.844117
PA,42,Schaefferstown,68144,2390259,CDP,40.296848,-76.293852
PA,42,Schellsburg,68152,1214906,PPL,40.048160,-78.643383
PA,42,Schlusser,68188,2390261,CDP,40.243030,-77.177324
PA,42,Schnecksville,68192,2390262,CDP,40.669307,-75.613868
PA,42,Schoeneck,68200,2584506,CDP,40.244437,-76.174767
PA,42,Schubert,68248,2631302,CDP,40.500479,-76.218614
PA,42,Schuylkill Haven,68312,1215569,PPL,40.628257,-76.172496
PA,42,Schwenksville,68328,1215482,PPL,40.257276,-75.465362
PA,42,Scotland,68376,2633813,CDP,39.969770,-77.584408
PA,42,Scottdale,68432,1215720,PPL,40.103396,-79.589866
PA,42,Scranton,69000,1215328,PPL,41.404178,-75.665908
PA,42,Selinsgrove,69216,1215578,PPL,40.800138,-76.865401
PA,42,Sellersville,69248,1214979,PPL,40.360540,-75.306872
PA,42,Seltzer,69256,2390273,CDP,40.695682,-76.236181
PA,42,Seneca,69272,2390274,CDP,41.376952,-79.707348
PA,42,Seven Fields,69309,1217441,PPL,40.686721,-80.063905
PA,42,Seven Springs,69336,1217326,PPL,40.025101,-79.293362
PA,42,Seven Valleys,69360,1215760,PPL,39.854529,-76.766677
PA,42,Seward,69368,1215721,PPL,40.413067,-79.021854
PA,42,Sewickley,69376,1214823,PPL,40.540029,-80.179189
PA,42,Sewickley Heights,69400,1214824,PPL,40.559463,-80.152783
PA,42,Sewickley Hills,69416,1214825,PPL,40.568047,-80.127136
PA,42,Shade Gap,69456,1215279,PPL,40.180299,-77.866203
PA,42,Shamokin,69600,1215517,PPL,40.788284,-76.554998
PA,42,Shamokin Dam,69616,1215579,PPL,40.858108,-76.825754
PA,42,Shanksville,69680,1215597,PPL,40.017351,-78.906921
PA,42,Shanor-Northvue,69715,2390284,CDP,40.913847,-79.918978
PA,42,Sharon,69720,1215447,PPL,41.233969,-80.499812
PA,42,Sharon Hill,69752,1215196,PPL,39.907433,-75.267787
PA,42,Sharpsburg,69776,1214826,PPL,40.493243,-79.921547
PA,42,Sharpsville,69800,1215448,PPL,41.259039,-80.481813
PA,42,Shartlesville,69816,2631303,CDP,40.516117,-76.101809
PA,42,Shavertown,69832,2632286,CDP,41.318792,-75.940536
PA,42,Sheakleyville,69936,1215449,PPL,41.443826,-80.206704
PA,42,Sheatown,69952,2634425,CDP,41.193840,-76.018837
PA,42,Sheffield,69984,2390287,CDP,41.700947,-79.029695
PA,42,Shelocta,70040,1215295,PPL,40.656274,-79.300286
PA,42,Shenandoah,70056,1215570,PPL,40.817081,-76.200667
PA,42,Shenandoah Heights,70064,2390290,CDP,40.833422,-76.206159
PA,42,Sheppton,70128,2390292,CDP,40.896030,-76.118709
PA,42,Shickshinny,70224,1215408,PPL,41.154181,-76.150937
PA,42,Shillington,70248,1214927,PPL,40.303605,-75.966543
PA,42,Shiloh,70256,2390294,CDP,39.973375,-76.792017
PA,42,Shinglehouse,70304,1215541,PPL,41.966989,-78.190472
PA,42,Shippensburg,70352,1217325,PPL,40.048366,-77.522560
PA,42,Shippensburg University,70362,2633704,CDP,40.061708,-77.522028
